"Fecha contable",Lugar,Mes,Tipo,Nut,Valor,Numero,Concepto,"Saldo Desp.Mov",Descripcion,"Fecha Real",,
2020-07-21,"Gua-Principal ",7,N/D,3071498,0.2,2884,"Concpto:01TRANSFERENCIA ENTRE CLIENTES MACIAS AMORES CARLOS VICTOR                        000856P4",23556.71,"Transferencia Recibida Spi2 Del Bce","21/07/2020 18:29:45",,
2020-07-21,"Gua-Principal ",7,N/D,3071498,0.02,1613,"Concpto:01TRANSFERENCIA ENTRE CLIENTES MACIAS AMORES CARLOS VICTOR                        000856P4",23556.69,"Transferencia Recibida Spi2 Del Bce","21/07/2020 18:29:45",,
2020-07-22,"Gua-Principal ",7,CHE,,406.4,2234,"Pago De Cheques Normal Camara",23150.29,"Pago De Cheques Normal Camara","22/07/2020 3:57:13",,
2020-07-22,"Gua-Principal ",7,CHE,,1292.96,2273,"Pago De Cheques Normal Camara",21857.33,"Pago De Cheques Normal Camara","22/07/2020 3:57:28",,
2020-07-22,"Gua-Principal ",7,CHE,,53.76,2109,"Pago De Cheques Normal Camara",21803.57,"Pago De Cheques Normal Camara","22/07/2020 3:57:29",,
2020-07-22,"Gua-Principal ",7,N/C,3197715,40,1945,"Concpto:01TEATRO GARDENIA LEONOR                                                          000856P4",21843.57,"Transferencia Recibida Spi2 Del Bce","22/07/2020 9:18:46",,
2020-07-22,"Gua-Principal ",7,N/D,3197715,0.2,2884,"Concpto:01TEATRO GARDENIA LEONOR                                                          000856P4",21843.37,"Transferencia Recibida Spi2 Del Bce","22/07/2020 9:18:46",,
2020-07-22,"Gua-Principal ",7,N/D,3197715,0.02,1613,"Concpto:01TEATRO GARDENIA LEONOR                                                          000856P4",21843.35,"Transferencia Recibida Spi2 Del Bce","22/07/2020 9:18:46",,
2020-07-22,"Gua-Principal ",7,N/C,3200873,50,1945,"Concpto:01CUOTA EXTRAORDINARIA CECILIA MARIA                                              000856P4",21893.35,"Transferencia Recibida Spi2 Del Bce","22/07/2020 9:19:44",,
2020-07-22,"Gua-Principal ",7,N/D,3200873,0.2,2884,"Concpto:01CUOTA EXTRAORDINARIA CECILIA MARIA                                              000856P4",21893.15,"Transferencia Recibida Spi2 Del Bce","22/07/2020 9:19:44",,
2020-07-22,"Gua-Principal ",7,N/D,3200873,0.02,1613,"Concpto:01CUOTA EXTRAORDINARIA CECILIA MARIA                                              000856P4",21893.13,"Transferencia Recibida Spi2 Del Bce","22/07/2020 9:19:44",,
2020-07-22,"Gua-Principal ",7,N/D,3287086,87.92,1992,"Confianza                    . Ocp105-Pacifico    -C1-284685",21805.21,"Transacción Débitos Ocp Con Comisión","22/07/2020 12:34:42",,
2020-07-22,"Gua-Principal ",7,N/D,3287086,0.2,3060,"Confianza                    . Ocp105-Pacifico    -C1-284685",21805.01,"Transacción Débitos Ocp Con Comisión","22/07/2020 12:34:43",,
2020-07-22,"Gua-Principal ",7,N/D,3287086,0.02,1613,"Confianza                    . Ocp105-Pacifico    -C1-284685",21804.99,"Transacción Débitos Ocp Con Comisión","22/07/2020 12:34:43",,
2020-07-22,"Gua-Principal ",7,N/C,3674328,106.47,517,"NO.RECAP:001414F1200722C PLA318237 MC.PAGO A ESTABL.318237000000000000     ",21911.46,Ocp-Pagos,"23/07/2020 0:13:36",,
2020-07-23,"Gua-Principal ",7,N/C,3719958,45,1945,"Concpto:01PENA  PIGUAVE ALEX FERNANDO-PAGOS INTERBANCARIOS (SPI) PENA  PIGUAVE ALEX FERNAN000856P4",21956.46,"Transferencia Recibida Spi2 Del Bce","23/07/2020 9:23:29",,
2020-07-23,"Gua-Principal ",7,N/D,3719958,0.2,2884,"Concpto:01PENA  PIGUAVE ALEX FERNANDO-PAGOS INTERBANCARIOS (SPI) PENA  PIGUAVE ALEX FERNAN000856P4",21956.26,"Transferencia Recibida Spi2 Del Bce","23/07/2020 9:23:30",,
2020-07-23,"Gua-Principal ",7,N/D,3719958,0.02,1613,"Concpto:01PENA  PIGUAVE ALEX FERNANDO-PAGOS INTERBANCARIOS (SPI) PENA  PIGUAVE ALEX FERNAN000856P4",21956.24,"Transferencia Recibida Spi2 Del Bce","23/07/2020 9:23:30",,
2020-07-23,"Gua-Principal ",7,DEP,,300,"01000201 9082","EFE.: 300.00",22256.24,Depositos,"23/07/2020 15:15:39",,
2020-07-23,"Gua-Principal ",7,DEP,,50,"01000201 9092","EFE.: 50.00",22306.24,Depositos,"23/07/2020 15:18:14",,
2020-07-23,"Gua-Principal ",7,DEP,,24,"01000201 9102","EFE.: 24.00",22330.24,Depositos,"23/07/2020 15:20:00",,
2020-07-23,"Gua-Principal ",7,DEP,,1512.56,"01000201 9112","LOC.: 1,512.56",23842.8,Depositos,"23/07/2020 15:23:10",,
2020-07-23,Gua-Entrerios,7,DEP,9743620,100,22150393,"EFE.: 100.00",23942.8,Depositos,"23/07/2020 16:04:23",,
2020-07-24,"Gua-Principal ",7,CHE,,136.71,2297,"Pago De Cheques Normal Camara",23806.09,"Pago De Cheques Normal Camara","24/07/2020 3:14:51",,
2020-07-24,"Gua-Principal ",7,CHE,,136.71,2292,"Pago De Cheques Normal Camara",23669.38,"Pago De Cheques Normal Camara","24/07/2020 3:14:59",,
2020-07-24,"Gua-Principal ",7,N/C,4184724,45,1945,"Concpto:01SOLICITUD DEL ORDENANTE VILLALA PEREZ GINGER KATIUSK                            000856P4",23714.38,"Transferencia Recibida Spi2 Del Bce","24/07/2020 9:35:59",,
2020-07-24,"Gua-Principal ",7,N/D,4184724,0.2,2884,"Concpto:01SOLICITUD DEL ORDENANTE VILLALA PEREZ GINGER KATIUSK                            000856P4",23714.18,"Transferencia Recibida Spi2 Del Bce","24/07/2020 9:35:59",,
2020-07-24,"Gua-Principal ",7,N/D,4184724,0.02,1613,"Concpto:01SOLICITUD DEL ORDENANTE VILLALA PEREZ GINGER KATIUSK                            000856P4",23714.16,"Transferencia Recibida Spi2 Del Bce","24/07/2020 9:35:59",,
2020-07-24,"Pla-Principal Paseo Sh",7,CHE,7761220,72.2,2286,"Pago De Cheques Normal Ventani",23641.96,"Pago De Cheques Normal Ventanilla","24/07/2020 10:47:07",,
2020-07-27,Qui-Principal,7,DEP,7883570,45,TBBA-02-0007-FC_USER,"EFE.: 45.00",23686.96,Depositos,"27/07/2020 9:34:04",,
2020-07-27,Gua-Aguirre,7,DEP,2729020,4793.6,521561,"LOC.: 4,793.60",28480.56,Depositos,"27/07/2020 13:50:14",,
2020-07-27,Gua-Aguirre,7,DEP,2728720,2016,61651,"LOC.: 2,016.00",30496.56,Depositos,"27/07/2020 13:50:44",,
2020-07-27,Gua-Aguirre,7,DEP,2728520,36,15651,"LOC.: 36.00",30532.56,Depositos,"27/07/2020 13:51:26",,
2020-07-27,Gua-Aguirre,7,CHE,2680920,12129.93,2305,"Pago De Cheques Normal Ventani",18402.63,"Pago De Cheques Normal Ventanilla","27/07/2020 14:59:25",,
2020-07-27,Gua-Aguirre,7,CHE,2669520,9992.77,2306,"Pago De Cheques Normal Ventani",8409.86,"Pago De Cheques Normal Ventanilla","27/07/2020 15:15:29",,
2020-07-27,"Gua-Principal ",7,N/C,5069428,63.5,517,"NO.RECAP:001419F1200727C PLA334270 MC.PAGO A ESTABL.334270000000000000     ",8473.36,Ocp-Pagos,"28/07/2020 1:01:28",,
2020-07-28,"Gua-Principal ",7,CHE,,1311,2235,"Pago De Cheques Normal Camara",7162.36,"Pago De Cheques Normal Camara","28/07/2020 5:38:01",,
2020-07-28,"Gua-Riocentro Norte",7,CHE,2791820,609.6,2303,"Pago De Cheques Normal Ventani",6552.76,"Pago De Cheques Normal Ventanilla","28/07/2020 11:18:16",,
2020-07-28,"Gua-Principal ",7,N/D,,4793.6,65,00000019-1-2020-07-28,1759.16,"Devolucion Cheques Locales","28/07/2020 18:18:43",,
2020-07-28,"Gua-Principal ",7,N/D,,2.49,2040,00000019-1-2020-07-28,1756.67,"Devolucion Cheques Locales","28/07/2020 18:18:43",,
2020-07-28,"Gua-Principal ",7,N/D,,0.3,1613,00000019-1-2020-07-28,1756.37,"Devolucion Cheques Locales","28/07/2020 18:18:43",,
2020-07-29,"Gua-Principal ",7,N/C,6096408,87.98,517,"NO.RECAP:001421F1200729C PLA350425 MC.PAGO A ESTABL.350425000000000000     ",1844.35,Ocp-Pagos,"30/07/2020 0:09:50",,
2020-07-29,"Gua-Principal ",7,N/C,6100112,38.68,517,"NO.RECAP:001421F1200729C PLA348631 MC.PAGO A ESTABL.348631000000000000     ",1883.03,Ocp-Pagos,"30/07/2020 0:20:26",,
2020-07-29,"Gua-Principal ",7,CHE,,313.99,2304,"Pago De Cheques  Transferido N",1569.04,"Pago De Cheques  Transferido Normal","30/07/2020 1:10:59",,
2020-07-30,"Gua-Principal ",7,CHE,,3196.02,2243,"Pago De Cheques  Transferido N",-1626.98,"Pago De Cheques  Transferido Normal","30/07/2020 8:03:13",,
2020-07-30,"Gua-Principal ",7,N/C,6602180,30.08,517,"NO.RECAP:001422F1200730C PLA353796 MC.PAGO A ESTABL.353796000000000000     ",-1596.9,Ocp-Pagos,"31/07/2020 0:39:17",,
2020-07-30,"Gua-Principal ",7,N/C,6603192,42.97,517,"NO.RECAP:001201F1200730C PLA354303 MC.PAGO A ESTABL.354303000000000000     ",-1553.93,Ocp-Pagos,"31/07/2020 0:42:09",,
2020-07-31,"Gua-Principal ",7,CHE,,660,2226,"Pago De Cheques Normal Camara",-2213.93,"Pago De Cheques Normal Camara","31/07/2020 8:25:58",,
2020-07-31,"Gua-Principal ",7,N/C,,100,1641," Int. 1052758796 A 7850557 - Tranf De Cta Socias A Cta Cte P",-2113.93,"Transferencia Intermatico","31/07/2020 9:15:46",,
2020-07-31,"Gua-Principal ",7,N/D,,0.02,2660,"Contrib. Financ. Solca",-2113.95,"Cobro Comision Por Soc,Soi,Sct Y Imp","31/07/2020 9:15:46",,
2020-07-31,"Gua-Principal ",7,N/D,,0.48,53,"Cobro De Intereses Por Sobregi",-2114.43,"Liquidación - Comisión Ufb / Sobregiros","31/07/2020 9:15:46",,
2020-07-31,"Gua-Principal ",7,CHE,,330,1971,"Pago De Cheques Normal Camara",-2444.43,"Pago De Cheques Normal Camara","31/07/2020 9:24:47",,
2020-07-31,Gua-Urdesa,7,DEP,1632620,30,321631,"EFE.: 30.00",-2414.43,Depositos,"31/07/2020 12:03:03",,
2020-07-31,"Gua-Principal ",7,N/C,,330,387,00001971-303-2020-07-31,-2084.43,"Devolución Por Forma Y Firma Cámara (Pagado);","31/07/2020 15:30:56",,
2020-07-31,"Gua-Principal ",7,N/C,,660,387,00002226-303-2020-07-31,-1424.43,"Devolución Por Forma Y Firma Cámara (Pagado);","31/07/2020 15:30:56",,
2020-07-31,"Gua-Principal ",7,N/C,7230104,1000,1945,"Concpto:01TICKETSHOW S A-PAGO A TERCEROS TICKETSHOW S A                                   000856P4",-424.43,"Transferencia Recibida Spi2 Del Bce","31/07/2020 20:56:17",,
2020-07-31,"Gua-Principal ",7,N/D,7230104,0.2,2884,"Concpto:01TICKETSHOW S A-PAGO A TERCEROS TICKETSHOW S A                                   000856P4",-424.63,"Transferencia Recibida Spi2 Del Bce","31/07/2020 20:56:17",,
2020-07-31,"Gua-Principal ",7,N/D,7230104,0.02,1613,"Concpto:01TICKETSHOW S A-PAGO A TERCEROS TICKETSHOW S A                                   000856P4",-424.65,"Transferencia Recibida Spi2 Del Bce","31/07/2020 20:56:17",,
2020-07-31,"Gua-Principal ",7,N/C,7277380,39.59,517,"NO.RECAP:001423F1200731C PLA360882 MC.PAGO A ESTABL.360882000000000000     ",-385.06,Ocp-Pagos,"01/08/2020 0:15:15",,
2020-07-31,"Gua-Principal ",7,N/C,7281176,19.1,517,"NO.RECAP:001423F1200731C PLA359038 MC.PAGO A ESTABL.359038000000000000     ",-365.96,Ocp-Pagos,"01/08/2020 0:27:08",,
2020-08-03,"Gua-Principal ",8,CHE,,330,1971,"Pago De Cheques Normal Camara",-695.96,"Pago De Cheques Normal Camara","03/08/2020 8:43:20",,
2020-08-03,"Gua-Principal ",8,CHE,,660,2226,"Pago De Cheques Normal Camara",-1355.96,"Pago De Cheques Normal Camara","03/08/2020 8:43:20",,
2020-08-03,"Gua-Principal ",8,N/C,7516541,547.68,1945,"Concpto:01TRANSFERENCIA ENTRE CLIENTES MARTINEZ FLORENCIA CHRISTIAN D                     000856P4",-808.28,"Transferencia Recibida Spi2 Del Bce","03/08/2020 10:30:47",,
2020-08-03,"Gua-Principal ",8,N/D,7516541,0.2,2884,"Concpto:01TRANSFERENCIA ENTRE CLIENTES MARTINEZ FLORENCIA CHRISTIAN D                     000856P4",-808.48,"Transferencia Recibida Spi2 Del Bce","03/08/2020 10:30:47",,
2020-08-03,"Gua-Principal ",8,N/D,7516541,0.02,1613,"Concpto:01TRANSFERENCIA ENTRE CLIENTES MARTINEZ FLORENCIA CHRISTIAN D                     000856P4",-808.5,"Transferencia Recibida Spi2 Del Bce","03/08/2020 10:30:47",,
2020-08-03,"Gua-Principal ",8,N/D,7516541,0.03,2660,"Contrib. Financ. Solca",-808.53,"Cobro Comision Por Soc,Soi,Sct Y Imp","03/08/2020 10:30:47",,
2020-08-03,"Gua-Principal ",8,N/D,7516541,0.33,53,"Cobro De Intereses Por Sobregi",-808.86,"Liquidación - Comisión Ufb / Sobregiros","03/08/2020 10:30:47",,
2020-08-03,"Gua-Principal ",8,N/C,,45,1641," Int. 1042647290 A 7850557 - Pago Julio Estela Hilaca",-763.86,"Transferencia Intermatico","03/08/2020 14:04:12",,
2020-08-03,"Gua-Principal ",8,N/C,8045323,40,1945,"Concpto:01SOLICITUD DEL ORDENANTE ANDRADE RODRIGUEZ RODRIGO                               000856P4",-723.86,"Transferencia Recibida Spi2 Del Bce","03/08/2020 18:59:51",,
2020-08-03,"Gua-Principal ",8,N/D,8045323,0.2,2884,"Concpto:01SOLICITUD DEL ORDENANTE ANDRADE RODRIGUEZ RODRIGO                               000856P4",-724.06,"Transferencia Recibida Spi2 Del Bce","03/08/2020 18:59:51",,
2020-08-03,"Gua-Principal ",8,N/D,8045323,0.02,1613,"Concpto:01SOLICITUD DEL ORDENANTE ANDRADE RODRIGUEZ RODRIGO                               000856P4",-724.08,"Transferencia Recibida Spi2 Del Bce","03/08/2020 18:59:51",,
2020-08-03,"Gua-Principal ",8,N/C,,60,2168," 515202 01003009 2020-07-31 7850557 162 60",-664.08,"Notas De Credito - Cuentas Y Servicios,N/C Tran","03/08/2020 19:25:55",,
2020-08-03,"Gua-Principal ",8,N/C,8142783,141.75,517,"NO.RECAP:001202F1200803C PLA368144 MC.PAGO A ESTABL.368144000000000000     ",-522.33,Ocp-Pagos,"04/08/2020 0:56:58",,
2020-08-03,"Gua-Principal ",8,N/C,8150759,9.55,517,"NO.RECAP:001424F1200803C PLA364799 MC.PAGO A ESTABL.364799000000000000     ",-512.78,Ocp-Pagos,"04/08/2020 1:10:52",,
2020-08-03,"Gua-Principal ",8,N/C,8153671,47.75,517,"NO.RECAP:001202F1200803C PLA365576 MC.PAGO A ESTABL.365576000000000000     ",-465.03,Ocp-Pagos,"04/08/2020 1:15:29",,
2020-08-04,"Gua-Principal ",8,N/C,8251032,439.16,1945,"Concpto:01TICKETSHOW S A-PAGO A TERCEROS TICKETSHOW S A                                   000856P4",-25.87,"Transferencia Recibida Spi2 Del Bce","04/08/2020 9:31:38",,
2020-08-04,"Gua-Principal ",8,N/D,8251032,0.2,2884,"Concpto:01TICKETSHOW S A-PAGO A TERCEROS TICKETSHOW S A                                   000856P4",-26.07,"Transferencia Recibida Spi2 Del Bce","04/08/2020 9:31:38",,
2020-08-04,"Gua-Principal ",8,N/D,8251032,0.02,1613,"Concpto:01TICKETSHOW S A-PAGO A TERCEROS TICKETSHOW S A                                   000856P4",-26.09,"Transferencia Recibida Spi2 Del Bce","04/08/2020 9:31:38",,
2020-08-04,"Gua-Principal ",8,N/D,8251032,0.01,2660,"Contrib. Financ. Solca",-26.1,"Cobro Comision Por Soc,Soi,Sct Y Imp","04/08/2020 9:31:38",,
2020-08-04,"Gua-Principal ",8,N/D,8251032,0.14,53,"Cobro De Intereses Por Sobregi",-26.24,"Liquidación - Comisión Ufb / Sobregiros","04/08/2020 9:31:38",,
2020-08-04,"Gua-Principal ",8,N/C,8747801,30.79,517,"NO.RECAP:001427F1200804C PLA376087 MC.PAGO A ESTABL.376087000000000000     ",4.55,Ocp-Pagos,"05/08/2020 0:20:33",,
2020-08-04,"Gua-Principal ",8,N/D,8747801,0.32,1613,"Chq: 2243 ",4.23,"Cobro De Cons Occh","05/08/2020 0:20:33",,
2020-08-04,"Gua-Principal ",8,N/D,8747801,2.68,2017,"Chq: 2243 ",1.55,"Cobro De Cons Occh","05/08/2020 0:20:33",,
2020-08-04,"Gua-Principal ",8,N/C,8752523,167.6,517,"NO.RECAP:001427F1200804C PLA374273 MC.PAGO A ESTABL.374273000000000000     ",169.15,Ocp-Pagos,"05/08/2020 0:31:43",,
2020-08-04,"Gua-Principal ",8,N/D,8752523,0.32,1613,"Chq: 2226 1971 ",168.83,"Cobro De Cons Occh","05/08/2020 0:31:43",,
2020-08-04,"Gua-Principal ",8,N/D,8752523,2.68,2017,"Chq: 2226 1971 ",166.15,"Cobro De Cons Occh","05/08/2020 0:31:43",,
2020-08-04,"Gua-Principal ",8,N/D,8752523,0.32,1613,"Chq: 1971 2226 ",165.83,"Cobro De Cons Occh","05/08/2020 0:31:43",,
2020-08-04,"Gua-Principal ",8,N/D,8752523,2.68,2017,"Chq: 1971 2226 ",163.15,"Cobro De Cons Occh","05/08/2020 0:31:43",,
2020-08-05,"Gua-Principal ",8,N/C,8825982,40,1945,"Concpto:01SOLICITUD DEL ORDENANTE JALON LENT GRACIELA LAURA                               000856P4",203.15,"Transferencia Recibida Spi2 Del Bce","05/08/2020 9:27:18",,
2020-08-05,"Gua-Principal ",8,N/D,8825982,0.2,2884,"Concpto:01SOLICITUD DEL ORDENANTE JALON LENT GRACIELA LAURA                               000856P4",202.95,"Transferencia Recibida Spi2 Del Bce","05/08/2020 9:27:18",,
2020-08-05,"Gua-Principal ",8,N/D,8825982,0.02,1613,"Concpto:01SOLICITUD DEL ORDENANTE JALON LENT GRACIELA LAURA                               000856P4",202.93,"Transferencia Recibida Spi2 Del Bce","05/08/2020 9:27:18",,
2020-08-05,"Gua-Principal ",8,CHE,,166.73,2262,"Pago De Cheques Normal Camara",36.2,"Pago De Cheques Normal Camara","05/08/2020 9:33:35",,
2020-08-05,"Gua-Principal ",8,N/C,8940182,10,1945,"Concpto:01SOLICITUD DEL ORDENANTE JALON LENT GRACIELA LAURA                               000856P4",46.2,"Transferencia Recibida Spi2 Del Bce","05/08/2020 13:27:55",,
2020-08-05,"Gua-Principal ",8,N/D,8940182,0.2,2884,"Concpto:01SOLICITUD DEL ORDENANTE JALON LENT GRACIELA LAURA                               000856P4",46,"Transferencia Recibida Spi2 Del Bce","05/08/2020 13:27:55",,
2020-08-05,"Gua-Principal ",8,N/D,8940182,0.02,1613,"Concpto:01SOLICITUD DEL ORDENANTE JALON LENT GRACIELA LAURA                               000856P4",45.98,"Transferencia Recibida Spi2 Del Bce","05/08/2020 13:27:55",,
2020-08-05,"Gua-Principal ",8,N/C,9244887,2279.2,1945,"Concpto:50PAGO MUN. GUAYAQUIL - CTA. GENERAL                                              000856P4",2325.18,"Transferencia Recibida Spi2 Del Bce","05/08/2020 18:49:56",,
2020-08-05,"Gua-Principal ",8,N/D,9244887,0.2,2884,"Concpto:50PAGO MUN. GUAYAQUIL - CTA. GENERAL                                              000856P4",2324.98,"Transferencia Recibida Spi2 Del Bce","05/08/2020 18:49:56",,
2020-08-05,"Gua-Principal ",8,N/D,9244887,0.02,1613,"Concpto:50PAGO MUN. GUAYAQUIL - CTA. GENERAL                                              000856P4",2324.96,"Transferencia Recibida Spi2 Del Bce","05/08/2020 18:49:56",,
2020-08-06,"Gua-Principal ",8,N/D,,2.68,2017,"Chq: 2262 ",2322.28,"Cargo Por Uso De Occh-Rescate","06/08/2020 2:03:06",,
2020-08-06,"Gua-Principal ",8,N/D,,0.32,1613,"Chq: 2262 ",2321.96,"Cargo Por Uso De Occh-Rescate","06/08/2020 2:03:06",,
2020-08-06,"Gua-Principal ",8,N/C,9341035,25,1945,"Concpto:01CHIRIBOGA  GUEVARA JOHN JACOB-PAGOS INTERBANCARIOS (SPI) CHIRIBOGA  GUEVARA JOHN000856P4",2346.96,"Transferencia Recibida Spi2 Del Bce","06/08/2020 9:25:47",,
2020-08-06,"Gua-Principal ",8,N/D,9341035,0.2,2884,"Concpto:01CHIRIBOGA  GUEVARA JOHN JACOB-PAGOS INTERBANCARIOS (SPI) CHIRIBOGA  GUEVARA JOHN000856P4",2346.76,"Transferencia Recibida Spi2 Del Bce","06/08/2020 9:25:47",,
2020-08-06,"Gua-Principal ",8,N/D,9341035,0.02,1613,"Concpto:01CHIRIBOGA  GUEVARA JOHN JACOB-PAGOS INTERBANCARIOS (SPI) CHIRIBOGA  GUEVARA JOHN000856P4",2346.74,"Transferencia Recibida Spi2 Del Bce","06/08/2020 9:25:47",,
2020-08-06,"Gua-Principal ",8,N/D,9648616,0.9,844,"Com.:Pago A Proveedores-01-Jul Ocp105-Pacifico    -Cb-288067",2345.84,"Transacción Débitos Ocp Con Comisión","06/08/2020 17:34:00",,
2020-08-06,"Gua-Principal ",8,N/D,9648616,0.11,1613,"Com.:Pago A Proveedores-01-Jul Ocp105-Pacifico    -Cb-288067",2345.73,"Transacción Débitos Ocp Con Comisión","06/08/2020 17:34:00",,
2020-08-06,"Gua-Principal ",8,N/D,9848499,5.32,830,"Df 00000000002588217         . Ocp105-Datafast    -Oc-288266",2340.41,"Transacciones Ocp Débitos-Créditos","06/08/2020 22:25:02",,
2020-08-06,"Gua-Principal ",8,N/C,9860914,40.38,517,"NO.RECAP:001429F1200806C PLA386569 MC.PAGO A ESTABL.386569000000000000     ",2380.79,Ocp-Pagos,"07/08/2020 0:24:38",,
2020-08-06,"Gua-Principal ",8,N/C,9865998,33.42,517,"NO.RECAP:001428F1200806C PLA384770 MC.PAGO A ESTABL.384770000000000000     ",2414.21,Ocp-Pagos,"07/08/2020 0:37:09",,
2020-08-07,Gua-Aguirre,8,DEP,8809320,100,25633021,"EFE.: 100.00",2514.21,Depositos,"07/08/2020 15:25:09",,
2020-08-07,"Gua-Principal ",8,N/C,,2000,1641," Int. 7780745 A 7850557 - Alquiler Teatro Plv2020",4514.21,"Transferencia Intermatico","07/08/2020 18:14:09",,
2020-08-07,"Gua-Principal ",8,N/C,434479,22,517,"NO.RECAP:001430F1200807C PLA391933 MC.PAGO A ESTABL.391933000000000000     ",4536.21,Ocp-Pagos,"08/08/2020 1:02:18",,
2020-08-07,"Gua-Principal ",8,N/C,439464,73.05,517,"NO.RECAP:001430F1200807C PLA390014 MC.PAGO A ESTABL.390014000000000000     ",4609.26,Ocp-Pagos,"08/08/2020 1:14:07",,
2020-08-11,"Gua-Principal ",8,N/C,590121,40,1945,"Concpto:01AGOSTO GARDENIA LEONOR                                                          000856P4",4649.26,"Transferencia Recibida Spi2 Del Bce","11/08/2020 9:45:38",,
2020-08-11,"Gua-Principal ",8,N/D,590121,0.2,2884,"Concpto:01AGOSTO GARDENIA LEONOR                                                          000856P4",4649.06,"Transferencia Recibida Spi2 Del Bce","11/08/2020 9:45:38",,
2020-08-11,"Gua-Principal ",8,N/D,590121,0.02,1613,"Concpto:01AGOSTO GARDENIA LEONOR                                                          000856P4",4649.04,"Transferencia Recibida Spi2 Del Bce","11/08/2020 9:45:38",,
2020-08-11,"Gua-Principal ",8,N/C,625023,45,1945,"Concpto:01SOLICITUD DEL ORDENANTE ALARCON NEYRA JOSE RAFAEL                               000856P4",4694.04,"Transferencia Recibida Spi2 Del Bce","11/08/2020 9:55:16",,
2020-08-11,"Gua-Principal ",8,N/D,625023,0.2,2884,"Concpto:01SOLICITUD DEL ORDENANTE ALARCON NEYRA JOSE RAFAEL                               000856P4",4693.84,"Transferencia Recibida Spi2 Del Bce","11/08/2020 9:55:16",,
2020-08-11,"Gua-Principal ",8,N/D,625023,0.02,1613,"Concpto:01SOLICITUD DEL ORDENANTE ALARCON NEYRA JOSE RAFAEL                               000856P4",4693.82,"Transferencia Recibida Spi2 Del Bce","11/08/2020 9:55:16",,
2020-08-11,"Gua-Alban Borja",8,CHE,6337020,450.61,2308,"Pago De Cheques Normal Ventani",4243.21,"Pago De Cheques Normal Ventanilla","11/08/2020 10:18:10",,
2020-08-11,"Gua-Principal ",8,N/C,,620,1641," Int. 1434748 A 7850557 - Cuadro Saldo",4863.21,"Transferencia Intermatico","11/08/2020 16:28:36",,
2020-08-11,"Gua-Principal ",8,N/C,1193641,70.39,517,"NO.RECAP:001434F1200811C PLA399242 MC.PAGO A ESTABL.399242000000000000     ",4933.6,Ocp-Pagos,"12/08/2020 0:41:50",,
2020-08-11,"Gua-Principal ",8,N/C,1204550,77.35,517,"NO.RECAP:001434F1200811C PLA396070 MC.PAGO A ESTABL.396070000000000000     ",5010.95,Ocp-Pagos,"12/08/2020 1:00:53",,
2020-08-12,"Gua-Alban Borja",8,DEP,5975820,50,1,"LOC.: 50.00",5060.95,Depositos,"12/08/2020 15:01:01",,
2020-08-12,"Gua-Alban Borja",8,DEP,5975420,370,1,"EFE.: 370.00",5430.95,Depositos,"12/08/2020 15:01:37",,
2020-08-12,"Gua-Alban Borja",8,DEP,5975120,190,1,"EFE.: 190.00",5620.95,Depositos,"12/08/2020 15:02:25",,
2020-08-12,"Gua-Alban Borja",8,DEP,5974920,48,1,"LOC.: 48.00",5668.95,Depositos,"12/08/2020 15:03:04",,
2020-08-12,"Gua-Principal ",8,N/C,1790109,21.49,517,"NO.RECAP:001435F1200812C PLA407705 MC.PAGO A ESTABL.407705000000000000     ",5690.44,Ocp-Pagos,"13/08/2020 0:37:43",,
2020-08-13,"Gua-Principal ",8,CHE,,274,2307,"Pago De Cheques Normal Camara",5416.44,"Pago De Cheques Normal Camara","13/08/2020 6:17:52",,
2020-08-13,"Gua-Principal ",8,CHE,,156.44,2261,"Pago De Cheques Normal Camara",5260,"Pago De Cheques Normal Camara","13/08/2020 6:17:59",,
2020-08-13,"Gua-Principal ",8,N/C,1843965,55,1945,"Concpto:01SOLICITUD DEL ORDENANTE CEDENO BRIONES MARIA CAROLIN                            000856P4",5315,"Transferencia Recibida Spi2 Del Bce","13/08/2020 9:27:41",,
2020-08-13,"Gua-Principal ",8,N/D,1843965,0.2,2884,"Concpto:01SOLICITUD DEL ORDENANTE CEDENO BRIONES MARIA CAROLIN                            000856P4",5314.8,"Transferencia Recibida Spi2 Del Bce","13/08/2020 9:27:41",,
2020-08-13,"Gua-Principal ",8,N/D,1843965,0.02,1613,"Concpto:01SOLICITUD DEL ORDENANTE CEDENO BRIONES MARIA CAROLIN                            000856P4",5314.78,"Transferencia Recibida Spi2 Del Bce","13/08/2020 9:27:41",,
2020-08-13,"Gua-Alban Borja",8,CHE,5862920,1415,2311,"Pago De Cheques Normal Ventani",3899.78,"Pago De Cheques Normal Ventanilla","13/08/2020 12:02:58",,
2020-08-13,"Gua-Alban Borja",8,CHE,5860520,2959.02,2315,"Pago De Cheques Normal Ventani",940.76,"Pago De Cheques Normal Ventanilla","13/08/2020 12:06:13",,
2020-08-13,"Gua-Principal ",8,N/C,2308040,35,1945,"Concpto:01PAGO MA VICTORIA BAQUERIZO ART ALFREDO GEOVANNY                                 000856P4",975.76,"Transferencia Recibida Spi2 Del Bce","13/08/2020 18:33:18",,
